BHK,Location,Size(sq.ft),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For
2,Shanti Nagar,1061,138000,23000,Semi Furnished,3-5 years ,Family
3,Whitefield,1600,100000,26000,Semi Furnished,1-3 years ,All
3,Bommasandra,1400,60000,14000,Semi Furnished,1-3 years ,All
3,Kannamangala,1750,162000,27000,Semi Furnished,3-5 years ,Family
3,Kadubeesanahalli,1820,300000,38000,Semi Furnished,5-10 years ,All
2,Kodichikknahalli,660,70000,11500,Semi Furnished,>10 years ,All
2,Yelahanka,1300,100000,18000,Semi Furnished,5-10 years ,All
2,Banashankari,1345,150000,16000,Semi Furnished,5-10 years ,Family
3,Bellandur,1650,120000,40000,Full Furnished,5-10 years ,All
3,Whitefield,1490,150000,25000,Full Furnished,5-10 years ,All
2,Kasavanahalli,1263,150000,29000,Semi Furnished,3-5 years ,Family
2,Basavanagudi,700,130000,13000,Semi Furnished,>10 years ,All
2,Whitefield,1248,100000,22000,Semi Furnished,1-3 years ,Family
2,Mahadevapura,1000,40000,13000,Semi Furnished,3-5 years ,All
2,Sri Vishnu Villas Layout,1100,100000,17500,Semi Furnished,1-3 years ,All
1,Hsr Layout,350,50000,9000,UnFurnished,1-3 years ,All
3,Whitefield,1300,100000,25000,Semi Furnished,Newly Constructed,All
2,Whitefield,1185,100000,19000,Semi Furnished,5-10 years ,Family
1,Ramamurthy Nagar,200,25000,6000,Semi Furnished,1-3 years ,All
1,Ramamurthy Nagar,200,25000,6000,Semi Furnished,1-3 years ,All
3,Jakkur,1300,180000,24000,Semi Furnished,1-3 years ,All
2,Doddakannelli,1335,200000,30000,Semi Furnished,1-3 years ,Family
2,Singasandra,1325,150000,20000,Full Furnished,5-10 years ,All
3,Vidyaranyapura,1480,125000,20500,Semi Furnished,5-10 years ,Family
3,Bellandur,1574,300000,37000,Semi Furnished,>10 years ,All
2,Sector 3,1250,180000,30000,Semi Furnished,5-10 years ,All
3,Varthur Hobli,1617,100000,25000,Semi Furnished,1-3 years ,All
3,Bellandur,1360,200000,32000,UnFurnished,Newly Constructed,Family
1,Marathahalli,300,40000,8000,Semi Furnished,Newly Constructed,All
2,Begur,1100,150000,19500,Semi Furnished,3-5 years ,Family
3,Subramanyapura,700,60000,8500,UnFurnished,5-10 years ,All
2,Hosakerehalli,750,85000,13000,Semi Furnished,1-3 years ,All
2,Domlur,850,150000,24000,Semi Furnished,>10 years ,All
3,Whitefield,1564,150000,30000,Semi Furnished,1-3 years ,All
1,Electronic City Phase 2,750,20000,7500,UnFurnished,Newly Constructed,All
2,Koramangala,1500,300000,30000,Semi Furnished,3-5 years ,Family
2,Hulimavu,800,50000,15000,Semi Furnished,>10 years ,All
3,Arekere,1445,175000,25000,Semi Furnished,>10 years ,Family
2,Doddanekundi,1350,100000,22000,Full Furnished,5-10 years ,All
3,Yelahanka,1500,100000,20500,Semi Furnished,5-10 years ,All
3,Hoodi,1385,250000,30000,Semi Furnished,1-3 years ,Family
3,20th K Cross Road,1650,75000,22000,Semi Furnished,3-5 years ,All
1,Jp Nagar 7th Phase,700,90000,12000,Semi Furnished,5-10 years ,All
3,Jogupalya,2000,300000,49500,Semi Furnished,5-10 years ,Family
3,Hebbal Kempapura,1324,300000,26000,Semi Furnished,>10 years ,All
3,Babusabpalya,1550,150000,21500,Semi Furnished,5-10 years ,Family
2,Bellandur,1465,150000,30000,Full Furnished,>10 years ,Family
3,Koramangala,1725,450000,45000,Semi Furnished,>10 years ,Family
2,Varthur,1261,85000,17000,Semi Furnished,3-5 years ,Family
3,Jakkuru,1650,250000,25000,Semi Furnished,1-3 years ,All
2,Hsr Layout,1197,200000,33500,Semi Furnished,1-3 years ,Family
3,Jalahalli,1500,200000,20000,Semi Furnished,Newly Constructed,All
2,Whitefield,1190,85000,19000,Semi Furnished,5-10 years ,All
2,Tejaswini Nagar,1250,100000,17000,Full Furnished,3-5 years ,Family
1,Ramesh Nagar,1200,75000,17000,Semi Furnished,Newly Constructed,Family
2,Panathur,1243,150000,27000,Semi Furnished,3-5 years ,All
2,Junnasandra Gate Wipro Regional Office,1000,100000,19000,Semi Furnished,Newly Constructed,All
2,Banashankari,600,100000,10000,Semi Furnished,5-10 years ,Family
2,Krishnarajapura,1257,80000,18000,Semi Furnished,5-10 years ,Family
2,T.c.palya Opp Reliance Fresh,1000,100000,15000,Semi Furnished,5-10 years ,All
2,Radiant Katriel,1030,100000,22000,Semi Furnished,5-10 years ,All
3,Munnekollal,1550,200000,30000,Semi Furnished,3-5 years ,Family
4,Vasanth Nagar,3000,520000,52000,Semi Furnished,5-10 years ,Family
1,Balagere,645,150000,21900,Full Furnished,1-3 years ,All
2,Bangalore,940,100000,20000,Semi Furnished,5-10 years ,All
2,Jp Nagar,1300,300000,30000,Semi Furnished,3-5 years ,Family
3,Hsr Layout,1572,150000,32000,Semi Furnished,5-10 years ,All
2,Munnekollal,1370,100000,19000,Semi Furnished,5-10 years ,All
2,Koramangala,1200,200000,26000,Semi Furnished,5-10 years ,Family
2,Koramangala,1200,200000,26000,Semi Furnished,5-10 years ,Family
4,Thanisandra,2160,500000,50000,Semi Furnished,Newly Constructed,All
3,Electronic City,1605,120000,28000,Semi Furnished,1-3 years ,All
2,Electronic City,1175,200000,20000,Semi Furnished,Newly Constructed,All
1,Arekere,500,40000,8500,Semi Furnished,Newly Constructed,All
3,Krishnarajapura,1453,100000,21000,Semi Furnished,5-10 years ,Family
1,Kodihalli,550,100000,22000,Semi Furnished,>10 years ,All
2,Krishnarajapura,900,50000,8000,Semi Furnished,5-10 years ,All
2,6th Cross Rd,1275,50000,12000,Semi Furnished,3-5 years ,All
2,Hsr Layout,1100,150000,25000,Semi Furnished,3-5 years ,Family
2,Whitefield,1100,100000,25000,Full Furnished,3-5 years ,All
2,Royal Lake Front Residency Circle,1200,150000,16000,Full Furnished,Newly Constructed,Family
2,,950,100000,16000,Semi Furnished,3-5 years ,All
3,Jeevan Bima Nagar,1200,300000,33000,Full Furnished,5-10 years ,All
2,Whitefield,1230,150000,22000,Semi Furnished,5-10 years ,Family
3,Mahadevapura,1500,200000,24500,Semi Furnished,5-10 years ,All
2,Jp Nagar,1000,150000,19500,Semi Furnished,5-10 years ,Family
3,Harlur,1549,200000,28000,Semi Furnished,Newly Constructed,All
2,Sampangiram Nagar,900,200000,18000,Semi Furnished,3-5 years ,Family
2,Marathahalli,800,100000,15000,Semi Furnished,>10 years ,Family
2,Marathahalli,800,100000,15000,Semi Furnished,>10 years ,Family
2,Whitefield,1170,90000,15000,Semi Furnished,5-10 years ,All
2,Gottigere,1145,200000,22000,Semi Furnished,5-10 years ,Family
2,Bellandur,1280,200000,32000,Full Furnished,Newly Constructed,All
3,Ramamurthy Nagar,1300,150000,22000,Semi Furnished,1-3 years ,Family
2,Whitefield,1092,125000,23000,Semi Furnished,1-3 years ,Family
3,Kengeri Satellite Town,1100,150000,18000,Semi Furnished,3-5 years ,All
3,Koramangala,1625,500000,45500,Semi Furnished,5-10 years ,All
2,Whitefield,1290,200000,26000,Full Furnished,5-10 years ,Family
2,Brookfield Properties Private Limited,950,150000,24000,Full Furnished,5-10 years ,All
3,Murgesh Pallya,1350,250000,22000,Semi Furnished,>10 years ,All
1,Jayanagar,700,100000,13500,Semi Furnished,1-3 years ,Family
2,Kadugodi,1080,75000,20000,Full Furnished,3-5 years ,All
3,Whitefield,1600,300000,28000,Semi Furnished,5-10 years ,Family
2,Mahadevapura,600,100000,12000,UnFurnished,5-10 years ,All
3,Chikkakannalli,1275,200000,30000,Semi Furnished,3-5 years ,All
3,Pulikeshi Nagar,1420,460000,41000,Full Furnished,>10 years ,Family
2,Hosur Rd,1135,100000,19000,Semi Furnished,3-5 years ,All
2,Thirupalya,1070,100000,16000,Semi Furnished,1-3 years ,All
3,Choodasandra,1405,140000,20000,Semi Furnished,1-3 years ,All
3,Bellandur,1785,200000,34000,Semi Furnished,1-3 years ,All
3,Whitefield,1720,200000,35000,Semi Furnished,1-3 years ,Family
2,Whitefield,1050,80000,18500,Semi Furnished,5-10 years ,All
2,Kasavanahalli,900,120000,16000,Semi Furnished,3-5 years ,Family
2,Electronic City,1015,80000,22000,Full Furnished,3-5 years ,All
2,Hulimavu,1028,150000,23000,Semi Furnished,5-10 years ,Family
3,Uttarahalli Hobli,1550,210000,21000,Semi Furnished,3-5 years ,All
2,Byrathi,1100,120000,19000,Semi Furnished,3-5 years ,All
2,Chansandra,1217,75000,16000,Semi Furnished,1-3 years ,All
2,Ramamurthy Nagar,700,50000,9500,Semi Furnished,5-10 years ,All
2,Bellandur,1100,150000,24000,Semi Furnished,3-5 years ,Family
1,Electronic City,350,30000,7500,Semi Furnished,Newly Constructed,All
3,Uttarahalli Hobli,1665,120000,20000,Semi Furnished,3-5 years ,Family
2,Panathur,1116,200000,25500,Full Furnished,5-10 years ,Family
2,Koramangala,1200,150000,21000,Semi Furnished,3-5 years ,Family
1,Gattahalli,640,70000,13000,Semi Furnished,Newly Constructed,All
2,Marathahalli,1085,150000,22000,Semi Furnished,>10 years ,Family
3,Krishnarajapura,1700,100000,18000,Semi Furnished,3-5 years ,Family
3,Kogilu,1750,100000,20000,Semi Furnished,3-5 years ,All
1,Hsr Layout 5th Sector,350,40000,8500,Semi Furnished,3-5 years ,All
2,Electronic City Phase 2,1150,100000,15000,Semi Furnished,1-3 years ,Family
3,Haralur Road,2571,200000,31000,Semi Furnished,>10 years ,Family
2,Bellandur,1110,150000,31000,Full Furnished,3-5 years ,Family
3,Gunjur Village,1280,120000,18000,Semi Furnished,1-3 years ,Family
2,Basapura,1340,160000,30000,UnFurnished,1-3 years ,Family
2,Hsr Layout,1200,150000,23000,Semi Furnished,5-10 years ,All
3,Whitefield,1550,200000,29500,Full Furnished,5-10 years ,All
3,Whitefield,1597,150000,25000,Semi Furnished,1-3 years ,All
3,Bellandur,1500,200000,27000,Semi Furnished,3-5 years ,Family
2,Gottigere,1050,55000,11000,Semi Furnished,3-5 years ,Family
2,Lakkasandra,1350,220000,22000,Semi Furnished,5-10 years ,Family
3,Narayanapura,1290,150000,25000,Semi Furnished,1-3 years ,Family
2,Indiranagar,1200,125000,23000,Semi Furnished,>10 years ,Family
2,Hsr,750,60000,13500,Semi Furnished,Newly Constructed,All
3,Bellandur,1565,150000,32500,Semi Furnished,5-10 years ,All
3,Kaggadasapura,1240,150000,20000,Semi Furnished,5-10 years ,Family
2,Shanthipura Electronic City,1200,40000,8500,Semi Furnished,5-10 years ,All
3,New Tippasandra,1200,80000,21000,Semi Furnished,>10 years ,All
2,Whitefield,1150,120000,23000,Semi Furnished,>10 years ,All
3,Whitefield,1452,149998,27000,Semi Furnished,3-5 years ,Family
2,Bommasandra,800,50000,14500,Semi Furnished,1-3 years ,All
3,Harlur,1464,150000,25000,Full Furnished,5-10 years ,All
2,Kalena Agrahara,1264,250000,21900,Semi Furnished,>10 years ,Family
2,1st Block Koramangala,1460,210000,32200,Semi Furnished,5-10 years ,All
2,Electronic City,1105,70000,15000,Semi Furnished,5-10 years ,All
3,Whitefield,1530,150000,30000,Full Furnished,3-5 years ,All
2,Panathur,1130,100000,21000,Semi Furnished,5-10 years ,All
2,Vidyaranyapura,1200,150000,15000,Semi Furnished,>10 years ,Family
2,Dommasandra,1336,120000,17000,Semi Furnished,3-5 years ,All
3,Yeshwanthpur,1699,300000,35000,Semi Furnished,3-5 years ,All
4,Marathahalli,4000,750000,75000,Semi Furnished,3-5 years ,Family
2,Harlur,1309,200000,29000,Semi Furnished,3-5 years ,Family
1,Hbr Layout,700,70000,10750,Semi Furnished,Newly Constructed,All
2,Sri Sai Enclave,1215,120000,20000,Full Furnished,3-5 years ,Family
2,Nagarbhavi,1200,200000,20000,Semi Furnished,1-3 years ,All
1,Indira Nagar,750,50000,12000,UnFurnished,>10 years ,All
1,Marathahalli,900,70000,13000,UnFurnished,5-10 years ,All
1,Hsr Layout,800,60000,15000,Semi Furnished,3-5 years ,All
3,Nandini Layout,1350,300000,26000,Semi Furnished,Newly Constructed,Family
3,Harlur,1462,150000,28900,Semi Furnished,5-10 years ,Family
2,Ramamurthy Nagar,1150,150000,14000,Semi Furnished,1-3 years ,All
1,Bommanahalli,400,30000,8500,Semi Furnished,1-3 years ,All
2,Kadubeesanahalli,900,120000,19000,Semi Furnished,Newly Constructed,All
2,Kothanur,1000,100000,14000,Semi Furnished,>10 years ,Family
3,Jp Nagar,1719,150000,26500,Semi Furnished,Newly Constructed,Family
3,Mahadevapura,1840,250000,42000,Full Furnished,5-10 years ,All
3,Munnekollal,1420,70000,31000,Full Furnished,5-10 years ,All
3,Thanisandra,1200,150000,22000,Semi Furnished,Newly Constructed,All
2,Marathahalli,1000,60000,13500,Semi Furnished,>10 years ,Family
3,Banshankari,1260,100000,22000,Semi Furnished,1-3 years ,Family
2,Kr Puram Rto,1100,80000,18000,Semi Furnished,3-5 years ,All
2,Jp Nagar 7th Phase,1300,100000,20000,Semi Furnished,>10 years ,All
3,Hebbal,1410,200000,21000,Semi Furnished,1-3 years ,Family
3,Panduranga Nagar,1435,200000,26000,Semi Furnished,>10 years ,Family
1,Byatarayanapura,600,80000,8000,Semi Furnished,3-5 years ,Family
3,Kadubeesanahalli,1472,80000,28000,Semi Furnished,5-10 years ,All
3,Harlur,1860,200000,34000,Semi Furnished,3-5 years ,All
1,Jp Nagar,600,65000,10500,Semi Furnished,3-5 years ,Family
2,Kanakashree Layout,800,110000,11000,Semi Furnished,Newly Constructed,Family
3,Whitefield,1675,70000,20000,Semi Furnished,5-10 years ,All
2,Nagasandra,1350,100000,23000,Semi Furnished,5-10 years ,Family
2,Hongasandra,1000,100000,14000,Semi Furnished,5-10 years ,Family
1,Doddanekundi,600,50000,10000,Semi Furnished,1-3 years ,All
2,Hsr Layout,1200,120000,26000,Semi Furnished,3-5 years ,All
3,Kasavanahalli,2300,300000,35000,Semi Furnished,3-5 years ,Family
3,Malleshpalya,1500,250000,35000,UnFurnished,>10 years ,Company
2,Hoysala Nagar,1000,100000,13000,Semi Furnished,Newly Constructed,Family
1,Marathahalli,180,20000,6000,Semi Furnished,1-3 years ,All
2,Basavanagudi,1300,300000,28000,Semi Furnished,3-5 years ,Family
2,Thambu Chetty Palya,1280,100000,16000,Semi Furnished,1-3 years ,Family
2,Kadugodi,1200,80000,13000,Semi Furnished,5-10 years ,Family
4,,2440,300000,42500,Semi Furnished,>10 years ,Family
2,S.g. Palya,1300,180000,23000,Semi Furnished,5-10 years ,All
3,Banashankari 3rd Stage,1350,200000,20000,Semi Furnished,>10 years ,All
3,Akshayanagar,1500,200000,22000,Semi Furnished,3-5 years ,All
2,Whitefield,1264,168000,23500,Semi Furnished,Newly Constructed,Family
2,Banaswadi,975,250000,25000,Semi Furnished,Newly Constructed,Family
2,Mahadevapura,994,100000,18000,Semi Furnished,5-10 years ,All
4,Ramamurthy Nagar,2400,200000,22000,Semi Furnished,>10 years ,All
2,Banashankari,1100,100000,13000,Semi Furnished,>10 years ,All
2,Banashankari,1100,100000,13000,Semi Furnished,>10 years ,All
1,,150,30000,5000,Semi Furnished,5-10 years ,Bachelors
3,Bellandur,1644,200000,33000,Semi Furnished,>10 years ,All
2,Kaggadasapura,800,100000,15000,Semi Furnished,5-10 years ,Family
2,Malleshwaram,650,180000,18000,Semi Furnished,>10 years ,All
2,Vidyaranyapura,1100,75000,9500,Semi Furnished,1-3 years ,All
1,Whitefield,500,50000,14000,Semi Furnished,Newly Constructed,All
3,Doddakannelli,1509,150000,30000,Full Furnished,3-5 years ,Family
2,Gottigere,924,60000,10000,Semi Furnished,5-10 years ,Family
2,Vijaya Nagar,600,100000,15000,Semi Furnished,1-3 years ,Family
1,Indiranagar,500,70000,12000,Semi Furnished,5-10 years ,Bachelors
3,RPC Layout,1000,160000,16000,Semi Furnished,>10 years ,Family
2,Kalyan Nagar,600,100000,16000,Semi Furnished,Newly Constructed,Family
3,Mangammanapalya,1644,250000,36000,Full Furnished,5-10 years ,All
2,Harlur,1000,100000,24500,Semi Furnished,3-5 years ,All
2,Basavanagudi,1020,150000,28000,Semi Furnished,>10 years ,Family
3,BTM Layout,1300,170000,28000,Semi Furnished,5-10 years ,All
2,Marathahalli,800,60000,17500,Semi Furnished,5-10 years ,All
3,Somasundarapalya,1512,150000,26000,Semi Furnished,>10 years ,All
3,Bellandur,2666,500000,65000,Semi Furnished,Newly Constructed,Family
2,Kodathi,1260,200000,28000,Full Furnished,Newly Constructed,All
3,Yelahanka,1311,125000,17000,Semi Furnished,3-5 years ,Family
2,Maruthi Sevanagar,900,80000,11000,Semi Furnished,5-10 years ,All
2,Keerthi Rendezvous Apartments,1045,200000,24000,Full Furnished,>10 years ,All
3,Brookefield,1700,140000,30000,Full Furnished,>10 years ,All
3,Bhoganhalli,1300,220000,23000,Semi Furnished,1-3 years ,All
3,Kodigehalli,1360,280000,28000,Semi Furnished,1-3 years ,Family
2,Btm Layout,600,30000,10000,Semi Furnished,3-5 years ,All
2,Cox Town,900,200000,22000,Semi Furnished,>10 years ,Family
3,Brookefield,1800,200000,35000,Semi Furnished,>10 years ,Family
2,Mavalli,1200,200000,18000,Semi Furnished,3-5 years ,All
3,Bellandur,1400,300000,34000,Semi Furnished,>10 years ,All
2,Doddakannelli,1150,150000,26000,Semi Furnished,1-3 years ,Family
3,Yelahanka New Town,2150,300000,27000,Semi Furnished,3-5 years ,Family
2,Sampige Nagara,1000,60000,13000,Semi Furnished,1-3 years ,Family
1,BTM Layout,650,45000,8500,Semi Furnished,5-10 years ,All
2,Lingarajapuram,650,75000,9900,UnFurnished,1-3 years ,All
3,Sivanchetti Gardens,2100,500000,51500,Semi Furnished,>10 years ,Family
2,Krishnarajapura,1252,150000,25000,Full Furnished,1-3 years ,Family
3,Basavanagudi,1200,200000,20000,Semi Furnished,1-3 years ,Family
3,Basavanagudi,1200,200000,20000,Semi Furnished,1-3 years ,Family
2,Chinnapanna Halli,1170,80000,18500,Semi Furnished,5-10 years ,Family
2,Chikkanayakanahalli,950,100000,19500,Semi Furnished,Newly Constructed,All
3,,1720,253000,23000,Semi Furnished,1-3 years ,Family
3,Electronic City,1340,100000,23000,Semi Furnished,Newly Constructed,Family
3,Electronic City Phase I,1297,150000,28000,Semi Furnished,>10 years ,All
3,Pulikeshi Nagar,960,200000,25000,Semi Furnished,5-10 years ,Family
3,Kadubeesanahalli,1470,100000,25000,Full Furnished,5-10 years ,All
2,C V Raman Nagar,900,40000,13500,Semi Furnished,5-10 years ,All
3,Sanjaynagar,2000,320000,32000,Semi Furnished,>10 years ,Family
2,Domlur,1200,200000,27000,Semi Furnished,5-10 years ,All
2,Byappanahalli Metro Station Back Entrance 2,1100,200000,25000,Semi Furnished,1-3 years ,Family
2,Banasawadi,900,150000,19000,Semi Furnished,5-10 years ,Family
2,Whitefield,1260,100000,20000,Semi Furnished,3-5 years ,Family
3,Subramanyapura,1300,200000,20000,Semi Furnished,3-5 years ,Family
2,Whitefield,1242,120000,21000,Semi Furnished,3-5 years ,Family
2,Lingarajapuram,550,80000,12000,Semi Furnished,>10 years ,Family
2,Btm Layout,1000,100000,17000,Semi Furnished,5-10 years ,All
3,Kothanur,1418,150000,28000,Semi Furnished,5-10 years ,Family
3,Bellandur,1570,200000,30000,Semi Furnished,5-10 years ,All
3,Bellandur,1570,200000,30000,Semi Furnished,5-10 years ,All
2,Challaghatta,1400,40000,20000,Semi Furnished,1-3 years ,All
1,Electronic City,500,20000,7500,Semi Furnished,Newly Constructed,All
3,Bhoganhalli,1730,150000,28000,Semi Furnished,3-5 years ,All
3,Banashankari,1500,300000,30000,Semi Furnished,5-10 years ,Family
3,Choodasandra Circle,2100,200000,30000,Semi Furnished,3-5 years ,All
2,Kasavanahalli,950,100000,19000,Semi Furnished,3-5 years ,Family
3,Bannerghatta Road,1815,150000,27000,Semi Furnished,>10 years ,Family
2,Hsr Layout 5th Sector,550,75000,12500,Semi Furnished,5-10 years ,All
2,Babusabpalya,850,65000,12000,Semi Furnished,3-5 years ,All
2,Anandapura,1100,100000,13000,Semi Furnished,1-3 years ,All
3,Jakkuru,1600,275000,26700,Semi Furnished,1-3 years ,Family
2,Bellandur,1250,150000,32000,Full Furnished,>10 years ,Family
3,Electronics City Phase 1,1980,200000,30000,Semi Furnished,5-10 years ,All
1,HSR Layout,600,40000,11000,Semi Furnished,Newly Constructed,All
2,New Thippasandra,990,120000,20000,Full Furnished,>10 years ,All
3,Yelahanka,1860,225000,36000,Full Furnished,>10 years ,All
3,Brookefield,1495,150000,25000,Semi Furnished,5-10 years ,All
2,Electronic City,820,50000,14000,Semi Furnished,3-5 years ,All
1,Kadugodi,400,21000,7500,Semi Furnished,3-5 years ,Family
2,Banaswadi,1150,200000,21000,Semi Furnished,5-10 years ,All
2,Haralur,1000,100000,22000,Semi Furnished,1-3 years ,All
3,India,1900,300000,45000,Full Furnished,1-3 years ,All
2,Varthur,1100,70000,18500,Semi Furnished,1-3 years ,Family
3,Vidyaranyapura,1500,250000,22000,Semi Furnished,Newly Constructed,All
2,Ramamurthy Nagar,900,75000,12000,Semi Furnished,5-10 years ,All
1,Rayasandra,400,60000,6500,Semi Furnished,Newly Constructed,All
2,Bilekahalli,1000,150000,17000,Semi Furnished,>10 years ,Family
1,Marathahalli,400,40000,11000,Semi Furnished,Newly Constructed,Family
2,Bhoganhalli,965,100000,24000,Semi Furnished,1-3 years ,All
3,Ulsoor,1500,200000,40000,Semi Furnished,1-3 years ,All
3,Electronic City,1680,60000,18000,Semi Furnished,5-10 years ,All
3,Rr Nagar,1422,300000,30000,Full Furnished,3-5 years ,Family
3,Kengeri Hobli,1082,120000,17000,Semi Furnished,1-3 years ,All
1,Vartur road,960,210000,30000,Full Furnished,3-5 years ,Family
2,Reliaable Tranquil Layout Park,1070,100000,22000,Semi Furnished,3-5 years ,All
2,Panathur,890,75000,19000,Semi Furnished,5-10 years ,Family
2,Murgesh Pallya,1300,100000,25500,UnFurnished,>10 years ,Family
